id,question,reference_answer,provided_answer,answer_feedback,verification_feedback,score
58a842cb34a448859e4c5d14b39f495e,Assume you have a local network with 3 users that are all interconnected and have perfect clocks. Typically the network is often congested as all users generate more traffic than the link’s capacities. Which of the encoding techniques introduced in the lecture should be used in this network to encode bitstreams? Give two reasons for your answer in 2-4 sentences.,"Binary Encoding, as it is the most efficient in terms of bandwidth since you get a full bit per baud instead of only 0.5. Additionally, you do not have to deal with clock drift and various ticking rates as all clocks are perfect. Therefore, self-clocking / clock recovery is not as necessary. Simple and cheap is also acceptable as one of the reasons.","We should use Binary Encoding as it gives us the best utilization of the bandwidth (1 bit/Baud) and the 3 users are synchronized at all times (due to the perfect clocks) so we don't need an additional ""self-clocking"" as in the other encoding techniques.",Correct.,Correct,2.5
68a882acd19c49db8a51fb447bd03170,WHAT are the challenges of Mobile Routing compared to routing in fixed and wired networks? Please NAME and DESCRIBE two challenges.,"Possible Challenges:
1.Adaptation: The network has to handle the dynamic positioning of the nodes/topology changes. Additionally, nodes can leave or join the network anywhere (within signal range) at any time.
2.Security: Interception of packets or injection of faulty packages is easily possible in wireless networks. This may necessitate encryption and authentication.
3.Medium Access Control: Wireless networks feature new possibilities for inference and collisions of the transmitted signals. See the following correct example challenges:
i)Hidden Terminal: Nodes’ transmissions may collide at other nodes without them noticing, because they are out of detection range of each other (A and C in this example) and therefore sense the medium to be free even though there is an overlap of the transmission ranges. 
ii)Exposed Terminal: Nodes (C in this example) may not realize they could send collision-free, because a node in their detection range (B) is sending and they, therefore, detect the medium as busy, but the sending node (B) is out of the detection range of the destination node (D) so that no collision would occur.
iii)Near and Far Terminals: Signal strength decreases proportionally to the square of distance, so closer nodes may drown out the weaker signals of nodes farther away.
4.Quality of Service (QoS): Due to the rapidly changing network topology, imprecise network information, and resource constraints of participating nodes, it is challenging to provide the desired QoS. Additionally, signal quality may also decline due to noise and occlusion.
5.Scalability: Since it is not possible to know the number of participating nodes beforehand, it is vital that routing protocols, etc. are capable of dealing with increasing network sizes and workloads. 
6.Heterogeneity: Nodes may have different capabilities, responsibilities, and constraints, e.g. processing capacity, transmission ranges
7.Dependability: Providing consistent, performant, and reliable routing behavior that higher-level services can trust is challenging in such a dynamic environment. 
8.Power Consumption: As most mobile devices are battery-powered, power consumption becomes an important optimization factor in routing, etc.","1.Hidden Terminals Image 1: There are three nodes as A, B, C In the network. A and C are solely connected with B. So the problem is. Nodes A and C can’t hear each other. Transimissions by nodes A and C can collide at node B. Nodes A and C are hidden from each other. 2.Exposed Terminals Image 2:  B sends to A, C wants to send to another terminal like D (not A or B) C has to wait, signals a medium in use But A is outside the radio range of C, therefore waiting is not necessary C is “exposed” to B","The exposed terminal challenge description is correct. In the hidden terminal problem, the nodes are not connected but are in the transmission range.",Partially correct,0.875
b413103da74a4c9197f5559585be0906,What is the difference between asynchronous and synchronous transmission mode in the Data Link Layer.,"Asynchronous transmission: Every character a self-contained unit surrounded by a start bit and a stop bit, which is an easy and cheap pattern, but causes low transmission rates.

Synchronous transmission: Several characters pooled to a continuous stream of data (frames), Frames defined by SYN or flag, higher complexity, but higher transmission rates. Requires synchronization between sender and receiver.","In the asynchronous mode each character is bounded by a start and a stop bit, this allows for only low transmission rates.
In the synchronous mode, characters are chained together to build a frame. The beginning and ending of a frame is defined by a SYN flag, this is more complex but allows for higher transmission rates.",The response answers the differences correctly.,Correct,1.0
22ecd3c4a8b042fca0670980a416b5ba,"To model the packet arrivals as a poisson process, we assumed that the arrivals for each time interval Δt are independent. Does this assumption hold for real INTERNET traffic? Explain your answer in 2-5 sentences. ","No. Real internet traffic often comes in bursts. Therefore, arrivals are not independent because the probability of an arrival happening at a node is influenced by previous arrivals at the node. For example, on-demand video streams selectively load the next video segments when needed. This means the actual network utilization depends on the current playback state on the client-side. The packet arrivals are not independent, as it is likely that there is a low utilization directly after the next segments have been loaded.","No, because the arrivals are dependent from each other in terms of network state. For example, if a link fails, the likelihood that the next packet will not arrive is high if the last sent packet also did not. Reason for that is that in this case the link failure prevented the last packet from arriving and it is likely that the next packet will take the same route. Hence, it probably would also be dropped at that failed link. Same applies to full buffers of nodes lying on a route.","The response is correct about the packets being dependent on each other. While the given example may be true, it is more of a pathological case and doesn’t reflect an inherent shortcoming of the model that makes the assumption false.",Partially correct,0.75
567e910472cd412298756b6201c88e54,"Consider a single server queueing system with a buffer of size 10. Let us assume that 9 packets arrive per second and 10 packets are served per second on an average. Assume you monitor the system for exactly one minute after the system reaches equilibrium. How many seconds would you expect the system to be in a state in which there are less than 10 packets waiting in the queue? You need to justify your answer by showing steps involved; calculations, however, need not be included. headers.","Since we have a buffer size (N) of 10, we will always have less than 10 packets waiting in the queue unless there are exactly 10 packets in the queue. Therefore, we first calculate the probability of the system being full/having 10 packets in the queue. This is also called “blocking probability” or P_B.
P_B = ((1 - utilization) * utilization^N) / 1 - utilization^(N+1) = ((1-0.9) * 0.9^10) / (1 - 0.9^11) = 0.0508
Alternatively to the blocking probability, it is also valid to directly calculate P(X less than 10) = (1 -P_B) by summing up the probabilities for 0, 1, …, 9 packets to be in the queue. To calculate the expected time where the system is not blocked in the 60-second observation time-frame, we simply multiply the time frame with P(X less than 10) or the complement of P_B (0.25p) = 60 * (1-P_B) = 56.9512 seconds","rho = 9/10
p(#P=10) = 0.0508
p(#P less than 10) = 0.9492

t(#P less than 10) =  0.9492 * 60s = 56.952s 

In 57sec of 60sec there are less than 10 packets waiting in the queue.",The response correctly states the non-blocking time and provides a valid justification for the calculation.,Correct,1.0
f5de7c664492475daa1f13fc9f523098,Transparent bridges manage a bridge table for the forwarding process. Please describe what information the table holds and how it is modified during the backwards learning phase. How is the table used in the forwarding process and what is one benefit of that? Please answer the question in 2-5 sentences. ,"1.A mapping between destinations/stations (MACs) and outgoing LAN interfaces.
2.This table is initially empty and received packages are flooded on every line. When a bridge receives a frame (as the bridge runs in promiscuous mode it listens in on all the traffic arriving at its LAN links) with source address Q on LAN L, it adds the timestamped entry “Q can be reached over L” to the table and the next time a packet with destination Q arrives, it is forwarded on link L. The time-stamp is used to update or purge old entries. Therefore, it learns by observing the incoming traffic.
3.To do selective forwarding instead of flooding. 
4.i)less duplication/unnecessary flooding is prevented.
ii)less congestion.
iii)better bandwidth usage than flooding.","The bridge table holds information for each known station/destination, on which output line to forward packets in order to reach that station. In the backwards learning phase, it saves information from all frames it receives on all LANs it is connected to. If it receives a frame from a source Q on LAN L, it updates or creates an entry in its table suggesting that Q can be reached over the output line to L. The bridge only needs to forward the frame if the source and destination LANs differ or use flooding if the destination is unknown, otherwise the frame is dropped. The benefit is, that the bridge learns from traffic, so for stations the bridge is transparent, and it adapts to changes in the topology","The stated benefit is related to transparent bridges in general, but the question asked for the benefit of using bridge table information during forwarding, which is reducing duplicates. Apart from that, the response is correct.",Partially correct,0.75
84ee883bb8c54a829379ac6b70540f03,"What happens to the ""collision domain diameter"" if you use CSMA / CD and increase the speed of a network by a factor of 10, eg from 10Mb / s to 100Mb / s (all else being equal)?","Diameter decreases by a factor of 10, e.g 300m to 30m.","If we increase the speed of a network by a factor of 10 (all else being equal) then the size of the collision domain diameter gets diminished by a factor of 10.

For example: 3000m and we increase the speed by factor 10 -> 300m",The response is correct as it answers the change in the diameter scale accurately.,Correct,1.0
eed6f80f23264c12a4c9c52bd53211c2,"A company is planning to set up a new LAN at one of their locations and is looking for an appropriate medium access procedure. However, the funding is tight so they expect the channel load to be high compared to the hardware they can provide. Currently, they would like to have 20 systems sharing the channel, but it should be expandable later on. Which of the MAC procedures introduced in the lecture (Polling, TDMA with or without Reservation, Token Ring, Pure or Slotted ALOHA, 1-persistent CSMA, p-persistent CSMA, non-persistent CSMA or CSMA/CD) would you recommend?Give 2 reasons for your decision and 1 potential weakness of your recommendation in 2-6 sentences.","0.5 P for a sensible choice out of: Token Ring, p-persistent or non-persistent CSMA, CSMA/CD or TDMA with reservation 1P for the drawback and 1P for an advantage.The following properties may be considered: Scalability, waiting time, extendability, cost effectiveness, constraints, hardware requirements, compatibility, throughput, overhead, complexity and prioritization capabilities","CSMA/CD
The solution with CSMA/CD would be not that expensive corresponding to the tight budget. Furthermore it includes a Collision detection providing more safety. The down side is the lack of a maximum waiting period because its not deterministic.",Correct,Correct,3.5
19a93a43a56946fea209675cdcbf7925,Name the 3 service classes the Data Link Layer offers and explain the differences between the classes.,"1.unconfirmed connectionless - no ACK, loss of data possible, no flow control, no connect or disconnect.
2.confirmed connectionless - with ACK, no loss of data (timeout and retransmit instead→ duplicates and sequence errors possible), no flow control, no connect or disconnect.
3.connection-oriented - no data loss, duplication or sequencing errors. Instead a 3 phased communication with connect and disconnect, and flow control","L2 Service Class ""Unconfirmed Conn.less Service"" - here is a loss of data units possible and it wont get corrected 

L2 Service Class ""Confirmed Conn.less Service"" - here we have no loss of data units because if we got a timeout when we want to acknowledge a frame, the data gets retransmitted -> duplicated and sequence errors are possible cause of this

L2 Service Class “Connection-Oriented Service” - here we build up a safe connection with sender and receiver and transfer the data with no loss, no duplication and no sequencing error, also we have a flow control",The response answers the services' names and differences correctly.,Correct,1.0
4fa2a4927ca9443ab775daeb3e2249cc,"Consider the following topology from the exercise. This time, node A wants to distribute a packet using Reverse Path Broadcast (RPB). Assume that every IS knows the best path to A and also whether they are the next hop of their neighbors on the unicast path to A.Please list all the packets which are sent together with the information whether they will be forwarded or dropped at the receiving nodes. Use the following notation: (sender, receiver, drop) for dropped and (sender, receiver, forward) for forwarded packets. Please group these tuples according to the number of hops the packets have travelled so far. For dropped packets, please specify the reason why the packet has been dropped in a few words.Example for the notation:Hop 1:(C, A, forward)(C, B, drop) <= describe reason hereHop 2:(A, D, drop) <= describe reason here","Hop 1 :(A, B, forward),(A, C, forward), (A, D, drop) <= reason: remaining neighbors C and F do not use D as the next hop to get to A Hop 2 :(B, E, forward),(C, F, drop), <= reason: remaining neighbors D, E, G do not use F as the next hop to get to A Hop 3 :(E, G, forward)Hop 4 :(G, H, drop) <= reason: H is only connected to G, packet is not forwarded to incoming link","Schnellster Weg von jeder Node zur Quelle:

B -> A
C -> A
D -> A
E -> B -> A
F -> C -> A
G -> E -> B -> A
H -> G -> E -> B -> A
Hop,Step 1:

(A,B,f )
(A,C,f )
(A,D,d) ,weil D es nicht weiterleiten kann. (Endstation)
Hop,Step 2:

(B,E,f)
(C,F,d) ,weil F es nicht weiterleiten kann. (Endstation)
Hop,Step 3: 

(E,G,f)Hop,Step 4:

(G,H,d)  ,weil H es nicht weiterleiten kann. (Endstation)
 7 Packete wurden gesendet, davon sind 3 gedropped worden.","The reason need to explain why the packet is dropped or not forwarded further. Example: (A, D, drop) <= reason: remaining neighbors C and F do not use D as the next hop to get to A. Similarly for (C,F,d).",Partially correct,2.0
8341bc81fcae47cc97493369c9a012e6,Assume you have a local network with 3 users that are all interconnected and have perfect clocks. Typically the network is often congested as all users generate more traffic than the link’s capacities. Which of the encoding techniques introduced in the lecture should be used in this network to encode bitstreams? Give two reasons for your answer in 2-4 sentences.,"Binary Encoding, as it is the most efficient in terms of bandwidth since you get a full bit per baud instead of only 0.5. Additionally, you do not have to deal with clock drift and various ticking rates as all clocks are perfect. Therefore, self-clocking / clock recovery is not as necessary. Simple and cheap is also acceptable as one of the reasons.","Given the perfect clocks, the self-clocking feature of Manchester Encoding is not needed, so it is suitable to go for Binary Encoding. Thereby a better bandwidth utilization (1 bit/baud) can be reached, which is especially useful for the given scenario of an often congested network.",Correct.,Correct,2.5
87e6c0f867824c15801b5fa0a3b57415,"In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences total.","Slow start: ss_thresh is constant, increment cwnd by one every time a segment is acknowledged until ss_tresh is reached, then slowed increase of cwnd Congestion Avoidance: cwnd is reset to 1 after adjusting ss_tresh = cwnd / 2","Phase 1 (Slow Start)Phase 2 (Congestion Avoidance)The congestion Window is increased exponentially. After the cwnd >= ss_resh, the phase 2 starts and the cwnd is increased linear over time. If a congestion happens, cwnd is set again to 1 and ss_tresh is set to half the cwnd at the time of the congestion. With these new values, the phase 1 starts again.","In the slow start phase, what happens to the cwnd and threshold when the packet is lost/congestion occur before the threshold is reached.",Partially correct,0.88
ba676cdb3d5a4d2e9afaef767738c23e,"Let us assume that you flip a coin 6 times where the probability of heads (H) showing up is 0.6. Please arrange the following events in the increasing order of their likelihood (i.e., least probable → most probable): ● Event A: you see at least three H’s ● Event B: you see the sequence HHHTTT ● Event C: you see exactly three H’s Include justification in your answer headers.","The correct sequence is BCA , where B is the least probable. One of the following justifications should be given:
		● Event B is a subset/part/special case of C, and C is a subset/part/special case of A
		● Event B is more specific/strict than C and C is more specific/strict than A
		● An actual, correct calculation of the probabilities:
		○ P(B) = 0.6 * 0.6 * 0.6 * 0.4 * 0.4 *0.4 = 0.6^3 *0.4^3 = 0.013824 
		○ P(C) = (6 choose 3) * P(B) = 0.27648 
		○ P(A) = P(C) + P(Y=4) + P(Y=5) + P(Y=6) = 1 - P(Y=0) - P(Y=1) - P(Y=2)
		= (6 choose 3) * 0.6^3 * 0.4^3 + (6 choose 4) * 0.6^4 * 0.4^2 +(6 choose 5) *
		0.6^5 * 0.4 + (6 choose 6) * 0.6^6
		= 0.27648 + 15 * 0.020736 + 6 * 0.031104 + 1 * 0.046656
		= 0.8208 
		○ The answer may be rounded to up to 2 decimal places, e.g. P(B) = 0.01 or
		P(B) = 0.014
		○ It is also sufficient to give a formula without the actual calculation, if it is apparent that P(B) less than P(C) less than P(A), e.g. by stating P(C) = 20 * P(B)","B, C, A
Justification:
Event B (exact HHTTT) is one variant of event C, which includes more possibilities (e.g. HTHTHT). This means that event B is a more special event than event C, everytime event B occurs, event C does also occur, but not the other way around. Thus, event C is more likely than event B.
Every time event C (exactly three H's) occurs, event A does also occur (at least three H's). Additionally, event A can occur with additional results not part of event C (like HHHHTT). Therefore, event A is more likely than event C.",The response correctly answers the order of the events with appropriate justification.,Correct,1.0
2a39bc72824f43e294bb7cb93782fea1,WHAT are the challenges of Mobile Routing compared to routing in fixed and wired networks? Please NAME and DESCRIBE two challenges.,"Possible Challenges:
1.Adaptation: The network has to handle the dynamic positioning of the nodes/topology changes. Additionally, nodes can leave or join the network anywhere (within signal range) at any time.
2.Security: Interception of packets or injection of faulty packages is easily possible in wireless networks. This may necessitate encryption and authentication.
3.Medium Access Control: Wireless networks feature new possibilities for inference and collisions of the transmitted signals. See the following correct example challenges:
i)Hidden Terminal: Nodes’ transmissions may collide at other nodes without them noticing, because they are out of detection range of each other (A and C in this example) and therefore sense the medium to be free even though there is an overlap of the transmission ranges. 
ii)Exposed Terminal: Nodes (C in this example) may not realize they could send collision-free, because a node in their detection range (B) is sending and they, therefore, detect the medium as busy, but the sending node (B) is out of the detection range of the destination node (D) so that no collision would occur.
iii)Near and Far Terminals: Signal strength decreases proportionally to the square of distance, so closer nodes may drown out the weaker signals of nodes farther away.
4.Quality of Service (QoS): Due to the rapidly changing network topology, imprecise network information, and resource constraints of participating nodes, it is challenging to provide the desired QoS. Additionally, signal quality may also decline due to noise and occlusion.
5.Scalability: Since it is not possible to know the number of participating nodes beforehand, it is vital that routing protocols, etc. are capable of dealing with increasing network sizes and workloads. 
6.Heterogeneity: Nodes may have different capabilities, responsibilities, and constraints, e.g. processing capacity, transmission ranges
7.Dependability: Providing consistent, performant, and reliable routing behavior that higher-level services can trust is challenging in such a dynamic environment. 
8.Power Consumption: As most mobile devices are battery-powered, power consumption becomes an important optimization factor in routing, etc.","Challenges in Mobile routing are different from fixed and wired networks because the topography in mobile networks is always changing. Hidden Terminals are formed when 2 nodes in a network are too far apart to be able to listen to eachother, but are both visible to other nodes in their range. This can lead to collisions at nodes that can hear both nodes. RTS/CTS is used to fix this problem. Exposed Terminals are a problem when there are many nodes in the network and RTS/CTS is in use. For example, given 4 nodes, A, B, C, D, B wants to communicate with A, and so B sends A an RTS, in response, A sends everyone in the channel a CTS. At the same time, C wants to send to D, but due to A's CTS, has to wait for the duration specified, even though D is outside A's network range, so the communication between A and B poses no threat to C and D's communication.",The response is partially correct because the description of the exposed terminal challenge is incorrect. The RTS/CTS is not a requirement for the exposed terminal problem to occur. Exposed nodes may also use their carrier sense to detect the channel busy.,Partially correct,0.75
6c98ad301a1c4ab6802dd901cef37575,WHAT is the purpose of Reverse Path Forwarding and Reverse Path Broadcast? HOW do they work?,"Purpose: Both implement a more efficient kind (in terms of duplicate packets) of broadcasting than flooding / to minimize the number of duplicate packets in the network when broadcasting.

Reverse Path Forwarding:  Each node has a routing table stemming from unicast routing algorithms. When receiving a packet of sender S from neighbor N at node X, check the routing table and only forward the packet to all adjacent nodes (except for N) when you would send packets to S over N → the assumption is that the packet used the BEST route until now.
Reverse Path Broadcast: Nodes monitor unicast traffic to learn which paths in the network they are a part of, that is node X knows that is on the best path between two nodes A and B if it receives unicast packets coming from A and going to B or visa versa. In other words, each node knows which spanning trees it is part of in the network. Reverse Path Broadcasting works identical to Reverse Path Forwarding with the exception that it only forwards packets on edges that are part of a spanning tree (again excluding the incoming line to N).","Reverse Path Forwarding and Reverse Path Broadcasting is done, to find the shortest way to each recipient of a multicast message while minimizing the amount of copies sent in a network.  Both principles work on the same foundation:  Each router has the information which path it would use for a unicast transmission. The sender then starts to broadcast a package to all its connected neighbors. The neighboring routers then determine, whether the incoming package has used the best route to reach him. The best route in this case, is the one you would normally use in a unicast transmission.  If the incoming package has NOT taken the best route, it is discarded as it is most likely a copy.   If it HAS taken the best route the router forwards the package.  At this point Reverse Path Forwarding and Reverse Path Broadcasting differ from each other: RPF: If the package has used the best route, the router resends the message to all edges, not including the one from which the message came from.  RPB: If the package has used the best route, the router resends the message to those edges over which it would be the best route.",The response correctly answers the purpose and the explanation for both broadcast types. The purpose of Reverse Path Forwarding and Reverse Path Broadcast is not limited to multicasting but also used in broadcasting.,Correct,1.0
bb67c081d27e40cea46a0d2438637bdb,What are the objectives of IPv6? Please state at least 4 objectives. ,"To support billions of end-systems.
To reduce routing tables.
To simplify protocol processing with Simplified header.
To increase security.
To support real time data traffic (quality of service).
Flow label, traffic class.
To provide multicasting.
To support mobility (roaming).
To be open for change (future): extension headers for additional change incorporation.
To coexistence with existing protocols.","1: More addresses. Support for billions of end-systems, so that every end-systen can have its own IP Address.
2:Simplifying protocol processing by simplifying the headers.
3: To provide multicasting without the need for additional systems. 
4: Flexibility in use, by enabling extension headers.",All four IPv6 objectives mentioned in the response are completely accurate.,Correct,1.0
52f1baedfdbb44568f79032f451afc51,Name the 3 service classes the Data Link Layer offers and explain the differences between the classes.,"1.unconfirmed connectionless - no ACK, loss of data possible, no flow control, no connect or disconnect.
2.confirmed connectionless - with ACK, no loss of data (timeout and retransmit instead→ duplicates and sequence errors possible), no flow control, no connect or disconnect.
3.connection-oriented - no data loss, duplication or sequencing errors. Instead a 3 phased communication with connect and disconnect, and flow control","We learned about the following L2 service classes:

1) Unconfirmed connectionless Service
- supports the transmission of isolated, independent frames
- does not support connect or disconnect -> i.e. the sender will simply start sending the frames without caring whether the receiver is ready or not
- does not support flow control
- does not support ACK and thus loss of data units can happen: no error correction here.

2) Confirmed connectionless Service
- does not support connect or disconnect -> i.e. the sender will simply start sending the frames without caring whether the receiver is ready or not
- does not support flow control
- does support ACK: no loss of frames since every frame is acknowledged by receiver
- supports timeout and retransmit: If the sender does not receive an ACK within a specific time period, the sender will retransmit the data
=> this may cause duplicates and sequence errors

3) Connection-oriented Service
- consists of 3 phases: connect, data transfer, disconnect
- the sender will only start sending data when the receiver is ready to receive it (phase 2)
- no loss of data (supports acknowledgements)
- no duplicates of data and no sequencing errors
- supports flow control",The response answers the services' names and differences correctly.,Correct,1.0
0d53259dedea495b949470052dafe509,Name the 3 service classes the Data Link Layer offers and explain the differences between the classes.,"1.unconfirmed connectionless - no ACK, loss of data possible, no flow control, no connect or disconnect.
2.confirmed connectionless - with ACK, no loss of data (timeout and retransmit instead→ duplicates and sequence errors possible), no flow control, no connect or disconnect.
3.connection-oriented - no data loss, duplication or sequencing errors. Instead a 3 phased communication with connect and disconnect, and flow control","1. Flow Control: ensures that a transmitter does not send faster than a receiver can receive
2. Framing: data are packed in a frame, this frame contains e.g. the data, destination address and source 
3. Error Detection: important to ensure that all data has been received correctly. If an error is detected, the receiver may be signalled to send the data again",The response answers no parts of the question correctly and is not related to the question.,Incorrect,0.0
8dd87c0959ed45d89aa8e00ab0e6573d,"Consider a single server queueing system with a buffer of size 10. Let us assume that 9 packets arrive per second and 10 packets are served per second on an average. Assume you monitor the system for exactly one minute after the system reaches equilibrium. How many seconds would you expect the system to be in a state in which there are less than 10 packets waiting in the queue? You need to justify your answer by showing steps involved; calculations, however, need not be included. headers.","Since we have a buffer size (N) of 10, we will always have less than 10 packets waiting in the queue unless there are exactly 10 packets in the queue. Therefore, we first calculate the probability of the system being full/having 10 packets in the queue. This is also called “blocking probability” or P_B.
P_B = ((1 - utilization) * utilization^N) / 1 - utilization^(N+1) = ((1-0.9) * 0.9^10) / (1 - 0.9^11) = 0.0508
Alternatively to the blocking probability, it is also valid to directly calculate P(X less than 10) = (1 -P_B) by summing up the probabilities for 0, 1, …, 9 packets to be in the queue. To calculate the expected time where the system is not blocked in the 60-second observation time-frame, we simply multiply the time frame with P(X less than 10) or the complement of P_B (0.25p) = 60 * (1-P_B) = 56.9512 seconds","First we need to calculate the blocking probability (prob. that the system is full) with N=10 and rho = 9/10. This results in a blocking probability of 0,05. 

Given the blocking probability we can calculate the probability that the system is not full. Therefore we use 1 - blocking probability and get 0,95. If we multiply this probability with 60 seconds the system is 57 seconds in a state in which there are less than 10 packets waiting.",The response correctly states the non-blocking time and provides a valid justification for the calculation.,Correct,1.0
3566e0ef31ea45dcadb1c2e874033c26,"What happens to the ""collision domain diameter"" if you use CSMA / CD and increase the speed of a network by a factor of 10, eg from 10Mb / s to 100Mb / s (all else being equal)?","Diameter decreases by a factor of 10, e.g 300m to 30m.","It will decrease by the factor of 10 as well (divided by 10).
So : if the original collision domain diameter is 3 kilometers for the speed of 10Mb/s, to have 100Mb/s the diameter would be 300 meters.",The response is correct as it answers the change in the diameter scale accurately.,Correct,1.0
a508e223eff54cc89eece34d392abbdb,"Consider a single server queueing system with a buffer of size 10. Let us assume that 9 packets arrive per second and 10 packets are served per second on an average. Assume you monitor the system for exactly one minute after the system reaches equilibrium. How many seconds would you expect the system to be in a state in which there are less than 10 packets waiting in the queue? You need to justify your answer by showing steps involved; calculations, however, need not be included. headers.","Since we have a buffer size (N) of 10, we will always have less than 10 packets waiting in the queue unless there are exactly 10 packets in the queue. Therefore, we first calculate the probability of the system being full/having 10 packets in the queue. This is also called “blocking probability” or P_B.
P_B = ((1 - utilization) * utilization^N) / 1 - utilization^(N+1) = ((1-0.9) * 0.9^10) / (1 - 0.9^11) = 0.0508
Alternatively to the blocking probability, it is also valid to directly calculate P(X less than 10) = (1 -P_B) by summing up the probabilities for 0, 1, …, 9 packets to be in the queue. To calculate the expected time where the system is not blocked in the 60-second observation time-frame, we simply multiply the time frame with P(X less than 10) or the complement of P_B (0.25p) = 60 * (1-P_B) = 56.9512 seconds","Assumption: a is packet arrival rate, b is packet served rate on average, c = a / b
Step 1. The buffer of size is 10, which is finite and. According to the packet arrival rate and packet served rate on average, it is clear that a = 9, b = 10, c = a / b = 0.9.
Step 2. It is required to calculate time in one minute that there are less than 10 packets, therefore N = 10.
Step 3. Calculate by blocking probability we could know the probability that the system is full. Apply the parameters we get PB is approximately 0.05.
Step 4. Because the observation lasts for exactly one minute, it means the probability that the system is full is 0.05, i.e. that there are three seconds that the system is in a state in which there are less less than 10 packets waiting in the queue.",The response states the number of seconds where the system has 10 packets waiting in the queue while the question requirement is to calculate the number of seconds where the system has less than 10 packets.,Partially correct,0.25
bac3155cffb644aeb3d295464812f863,"Please explain the problem with ""Distributed Queue Dual Buses"" that was discussed in the lecture in 1-3 sentences.",Depending on your position in the bus station have a disadvantage/advantage when reserving transmission rights.,"There are mainly two problems with Distributed Queue Dual Buses:
1.There is fairness problem which is due to propagation delays.
2.Throughput Deterioration problem with DQDB Networks.","The response answer is partially correct as it identifies the fairness problem in terms of propagation delays and throughput deterioration. However,the fairness problem is based on station location instead.",Partially correct,0.5
2f8830830a274b349d8bda0fac614597,"In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences total.","Slow start: ss_thresh is constant, increment cwnd by one every time a segment is acknowledged until ss_tresh is reached, then slowed increase of cwnd Congestion Avoidance: cwnd is reset to 1 after adjusting ss_tresh = cwnd / 2","Phase 1: Slow start (getting to equilibrium)
Additive Increase:
Each time a segment is acknowledged, increment cwnd by one (cwnd++). Continue until reach ss_thresh or packet loss.
Congestion window size grows very rapidly. Slow start increases rate exponentially (doubled every RTT)
Phase 2: Congestion Avoidance 
Multiplicative decrease:
Each time congestion occurs: 
- ss_thresh is set to 50% of the current size of the congestion window: ss_thresh = cwnd / 2
- cwnd is reset to one: cwnd = 1 
- and slow-start is entered","In the congestion avoidance phase, the cwnd is increased linearly before congestion occurs is not mentioned.
In the slow start phase, what happens to the cwnd and threshold when the packet is lost before the threshold is reached.",Partially correct,0.75
cf38f91ef6d246deb907046f9dc2810e,"In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences .","Slow start (cwnd less than ss_thresh): 
In the slow start phase, cwnd is incremented by one every time a segment is acknowledged. This results in an exponential growth as cwnd is essentially doubled after each Round Trip Time (RTT). This is done until either a packet is lost or ss_thresh is reached. When cwnd >= ss_thresh, the congestion avoidance phase is entered. 
After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1. 

Congestion Avoidance (cwnd >= ss_thresh):: 
In the congestion avoidance phase, cwnd is incremented more slowly. There are different incrementation strategies, but they usually grow linearly, e.g. only increment cwnd by 1 after all sent segments have been acknowledged. This is done until a packet is lost. Typically, this means that cwnd less than ss_thresh and the slow start phase is entered again. 
After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.","The two phases of congestion control in TCP are Slow start / Getting to equilibrium (Phase 1) and Congestion Avoidance (Phase 2). Phase 1 lasts as long as the congestion window (cwnd) is smaller than the slow start threshold (ss_thresh) which is defined by the advertised window in the packet header, and is characterized by an exponential increase of cwnd until it reaches the ss_threshold by adding +1 to cwnd every time a segment of the former sent window gets acknowledged. After breaking this threshold, phase 2 begins, in which the increase of cwnd is slowed down to linear growth. The end of this growth is reached when congestion occurs in transmission - then cwnd is set back to the initial value of 1 again, ss_threshold is set to 50% of the old cwnd-value and phase 1 starts again.",The response is partially correct because the slow start phase's description is missing how ss_thresh changes when a packet is lost.,Partially correct,0.75
4558d6efd96b4c7d97d41e56c1c1db2b,Why can duplicate packets be a problem in a network? Please state your answer in a single sentence.,if the receiver is not capable of differentiating between valid and duplicated packets it may act on the same information twice.,because the receiver can not differentiate between correct and duplicate data and would interact with the data twice for instance transferring money in a bank a second time,The response is correct.,Correct,0.5
